run,label,update,compute_units,query_hops,inference_loops,accuracy,n,source
v2-depthcurriculum-s20260913,Depth curriculum training,600,1047883776,6,4,0.8125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-600.json
v2-depthcurriculum-s20260913,Depth curriculum training,600,1047883776,6,6,0.8046875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-600.json
v2-depthcurriculum-s20260913,Depth curriculum training,600,1047883776,6,8,0.7890625,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-600.json
v2-depthcurriculum-s20260913,Depth curriculum training,600,1047883776,8,4,0.28125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-600.json
v2-depthcurriculum-s20260913,Depth curriculum training,600,1047883776,8,6,0.2734375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-600.json
v2-depthcurriculum-s20260913,Depth curriculum training,600,1047883776,8,8,0.265625,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-600.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,4,4,0.953125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,4,6,0.96875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,4,8,0.9609375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,6,4,0.890625,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,6,6,0.859375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,6,8,0.8671875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,8,4,0.203125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,8,6,0.2109375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,800,1414926336,8,8,0.21875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-800.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,4,4,0.9921875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,4,6,1.0,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,4,8,0.984375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,6,4,0.9375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,6,6,0.921875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,6,8,0.921875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,8,4,0.8125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,8,6,0.8359375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1000,1800118272,8,8,0.8046875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-1000.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,4,4,0.984375,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,4,6,1.0,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,4,8,1.0,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,6,4,0.9765625,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,6,6,0.96875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,6,8,0.9453125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,8,4,0.796875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,8,6,0.875,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
v2-depthcurriculum-s20260913,Depth curriculum training,1105,2001051648,8,8,0.90625,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v2-depthcurriculum-s20260913/dev-final.json
