kind,endpoint,arm,update,compute_units,group,loops,training_depth,difficulty,accuracy,correct,n,loss,source
training_loss,,control,214,273481728,,,4,6,,,,0.0011427777135395445,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,215,274759680,,,4,4,,,,3.6060732782061677e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,216,276037632,,,4,8,,,,0.7815827503800392,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,217,277315584,,,4,6,,,,3.549316352291498e-05,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,218,278593536,,,4,1,,,,4.0978184756568226e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,219,279871488,,,4,3,,,,1.1771907111324253e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,220,281149440,,,4,4,,,,3.97859628264996e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,221,282427392,,,4,2,,,,8.86616774664617e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,222,283705344,,,4,8,,,,0.10642441734671593,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,223,284983296,,,4,6,,,,0.0050685623955359915,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,224,286261248,,,4,4,,,,5.461242835735902e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,225,287539200,,,4,2,,,,4.917382057101349e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,226,288817152,,,4,3,,,,1.3634538618134684e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,227,290095104,,,4,1,,,,3.7252895879191783e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,228,291373056,,,4,8,,,,0.48901602625846863,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,229,292651008,,,4,2,,,,3.65078378194994e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,230,293928960,,,4,1,,,,4.0978186177653697e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,231,295206912,,,4,3,,,,1.0803332770592533e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,232,296484864,,,4,4,,,,5.707072887162212e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,233,297762816,,,4,8,,,,0.3051794907078147,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,234,299040768,,,4,6,,,,0.07113933721120702,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,235,300318720,,,4,3,,,,9.238714540060755e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,236,301596672,,,4,4,,,,7.1599554303247714e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,237,302874624,,,4,6,,,,0.0006528140438604169,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,238,304152576,,,4,8,,,,0.2752410024404526,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,239,305430528,,,4,2,,,,5.289907960559503e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,240,306708480,,,4,1,,,,3.65078378194994e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,241,307986432,,,4,1,,,,3.576277975980702e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,242,309264384,,,4,2,,,,4.1723239974089665e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,243,310542336,,,4,3,,,,1.244245822817902e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,244,311820288,,,4,4,,,,6.884694607833808e-05,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,245,313098240,,,4,8,,,,0.06664860993623734,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,246,314376192,,,4,6,,,,6.367617243085988e-05,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,247,315654144,,,4,1,,,,3.8743010577491077e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,248,316932096,,,4,3,,,,1.3411006989372254e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,249,318210048,,,4,8,,,,0.022741596214473248,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,250,319488000,,,4,4,,,,1.824463288357947e-05,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,251,320765952,,,4,2,,,,4.3958416995337757e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,252,322043904,,,4,6,,,,0.29890360473655164,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,253,323321856,,,4,3,,,,9.834760135163378e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,254,324599808,,,4,4,,,,4.887564500677399e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,255,325877760,,,4,8,,,,0.2220185473561287,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,256,327155712,,,4,2,,,,3.5017720279029163e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,257,328433664,,,4,6,,,,0.0006266881900955923,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,258,329711616,,,4,1,,,,5.885953555662127e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,259,330989568,,,4,1,,,,3.948806863718346e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,260,332267520,,,4,8,,,,0.04608973674476147,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,261,333545472,,,4,3,,,,1.6018718156374234e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,262,334823424,,,4,2,,,,3.650783639841393e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,263,336101376,,,4,4,,,,3.3602036637603305e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,264,337379328,,,4,6,,,,0.00013347801359486766,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,265,338657280,,,4,4,,,,2.5778967938094866e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,266,339935232,,,4,2,,,,5.36441632448259e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,267,341213184,,,4,6,,,,8.433362381765619e-05,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,268,342491136,,,4,1,,,,3.427266364042225e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,269,343769088,,,4,8,,,,0.5407260581851006,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,270,345047040,,,4,3,,,,8.49365761723675e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,271,346324992,,,4,3,,,,1.1548390830284916e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,272,347602944,,,4,4,,,,2.980226554427645e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,273,348880896,,,4,2,,,,4.246829945486752e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,274,350158848,,,4,6,,,,3.544862920534797e-05,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,275,351436800,,,4,8,,,,0.1950923427939415,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,276,352714752,,,4,1,,,,4.1723241395175137e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,277,353992704,,,4,1,,,,3.4272665061507723e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,278,355270656,,,4,4,,,,3.7401813415272045e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,279,356548608,,,4,8,,,,0.010078928084112704,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,280,357826560,,,4,6,,,,0.0018321534771530423,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,281,359104512,,,4,3,,,,9.238714255843661e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,282,360382464,,,4,2,,,,3.352760700181534e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,283,361660416,,,4,2,,,,4.246829803378205e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,284,362938368,,,4,8,,,,0.11311907786875963,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,285,364216320,,,4,6,,,,0.0029402667132671922,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,286,365494272,,,4,4,,,,4.023301471534069e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,287,366772224,,,4,1,,,,3.948807005826893e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,288,368050176,,,4,3,,,,1.0654321158654056e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,289,369328128,,,4,8,,,,0.23295718792360276,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,290,370606080,,,4,4,,,,2.741808316386596e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,291,371884032,,,4,2,,,,3.352760700181534e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,292,373161984,,,4,3,,,,7.674094604226411e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,293,374439936,,,4,6,,,,0.46303458488000615,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,294,375717888,,,4,1,,,,3.7997951096713223e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,295,376995840,,,4,3,,,,4.894885250905645e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,296,378273792,,,4,6,,,,0.2969272492919117,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,297,379551744,,,4,8,,,,0.1418292634189129,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,298,380829696,,,4,2,,,,4.1723239974089665e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,299,382107648,,,4,4,,,,5.863522005711275e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,300,383385600,,,4,1,,,,4.3958414153166814e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,301,384663552,,,4,6,,,,0.0007219236031232867,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,302,385941504,,,4,3,,,,8.195635246011079e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,303,387219456,,,4,8,,,,0.014486397616565228,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,304,388497408,,,4,4,,,,1.5646205611119512e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,305,389775360,,,4,1,,,,4.246829945486752e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,306,391053312,,,4,2,,,,4.0978184756568226e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,307,392331264,,,4,8,,,,0.22600682079792023,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,308,393609216,,,4,6,,,,0.007123096944269491,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,309,394887168,,,4,2,,,,4.172324281626061e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,310,396165120,,,4,1,,,,3.278254894212296e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,311,397443072,,,4,4,,,,4.492662355914945e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,312,398721024,,,4,3,,,,7.525083276505029e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,313,399998976,,,4,4,,,,2.4139840206771623e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,314,401276928,,,4,8,,,,0.01722952607087791,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,315,402554880,,,4,2,,,,3.2037490882430575e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,316,403832832,,,4,6,,,,0.17737202439457178,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,317,405110784,,,4,3,,,,9.015197690587229e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,318,406388736,,,4,1,,,,3.4272665061507723e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,319,407666688,,,4,6,,,,0.58925876741705,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,320,408944640,,,4,8,,,,0.27904973179101944,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,321,410222592,,,4,1,,,,3.054737476304581e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,322,411500544,,,4,3,,,,1.0058275563551433e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,323,412778496,,,4,2,,,,3.2782547521037486e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,324,414056448,,,4,4,,,,4.254240366208251e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,325,415334400,,,4,4,,,,3.032375275324739e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,326,416612352,,,4,8,,,,0.017828331561759114,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,327,417890304,,,4,1,,,,3.278254894212296e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,328,419168256,,,4,3,,,,5.513428220638161e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,329,420446208,,,4,2,,,,3.2037490882430575e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,330,421724160,,,4,6,,,,0.5138849280774593,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,331,423002112,,,4,2,,,,3.9488071479354403e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,332,424280064,,,4,4,,,,5.707101536245318e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,333,425558016,,,4,6,,,,0.012835570581955835,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,334,426835968,,,4,3,,,,6.780025501029741e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,335,428113920,,,4,1,,,,2.6077027825976984e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,336,429391872,,,4,8,,,,0.38133019022643566,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,337,430669824,,,4,3,,,,1.8104855712408607e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,338,431947776,,,4,4,,,,2.667302680947614e-06,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,339,433225728,,,4,8,,,,0.37698147841729224,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,340,434503680,,,4,1,,,,3.8743010577491077e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,341,435781632,,,4,2,,,,4.7683701609457785e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,342,437059584,,,4,6,,,,0.0001360978785669431,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,343,438337536,,,4,6,,,,0.132976608350873,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
training_loss,,control,344,439615488,,,4,3,,,,9.98377146288476e-07,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/extension-control-s20260916/metrics.jsonl
