step,objective,kl,weighted_aux,reader_lr,seconds
97,0.011517030696268193,0.00943144794439485,0.002085583039131017,9.882754881317072e-05,38.87254279805347
98,0.011802560464275302,0.009776657506146652,0.0020259032374189837,9.879443873137174e-05,39.03090693289414
99,0.012929049253216363,0.010812813531125069,0.002116236155007386,9.876087396616837e-05,36.12630022596568
100,0.01239035547405365,0.010279794289271515,0.0021105610328490177,9.872685486603735e-05,34.89002295071259
101,0.011658524692393257,0.00944995883817684,0.002208566082612793,9.869238178417235e-05,38.9856844721362
102,0.01343667552464467,0.011332371346121407,0.0021043038863734925,9.865745507848045e-05,34.623695120215416
103,0.0124167411995586,0.010348744022438466,0.002067996888552935,9.862207511157829e-05,35.58100114483386
104,0.012086748402907688,0.009943442915178381,0.0021433051602285378,9.858624225078841e-05,40.80283617274836
105,0.012416963512805523,0.010292591007010821,0.0021243730171871247,9.854995686813538e-05,36.0126993926242
106,0.011760788906485686,0.009608545873045366,0.0021522430749912375,9.851321934034195e-05,34.576042257249355
107,0.012380356933135772,0.010236395087156083,0.0021439617820372663,9.84760300488251e-05,33.21286930888891
108,0.012313180795899825,0.010228480508810148,0.0020847005433620464,9.843838937969223e-05,35.976727882865816
109,0.01238806847959495,0.010352692631647082,0.002035375470711313,9.84002977237369e-05,33.6138784782961
110,0.013018657121392607,0.0109280573279988,0.002090599351831752,9.836175547643502e-05,33.045911117922515
111,0.012738040549265861,0.010660505606754517,0.0020775347759621836,9.832276303794058e-05,36.36908885324374
112,0.012152259480899374,0.010031840094614683,0.002120419839993091,9.828332081308159e-05,34.38026744918898
113,0.013046713296716916,0.010887456111394427,0.002159256691909036,9.82434292113558e-05,41.42835307773203
114,0.011913859333844812,0.009944465682155238,0.001969393399585305,9.820308864692652e-05,37.424293937161565
115,0.012301403990932158,0.010249198704986251,0.0020522054576641658,9.816229953861829e-05,34.145672836806625
116,0.011570492123382792,0.009473011468644025,0.0020974803877907905,9.812106230991248e-05,36.0821000887081
117,0.013088162178974017,0.010955407854142354,0.002132754179993217,9.807937738894303e-05,36.13817617390305
118,0.012816507323805126,0.010789494337892945,0.002027013253619694,9.803724520849184e-05,36.219343145843595
119,0.012896046522655524,0.010768960790240879,0.002127085890802321,9.799466620598442e-05,34.38071195408702
120,0.012886730698483007,0.010682735638684548,0.002203995094155078,9.795164082348522e-05,34.75107043189928
121,0.012142537912950502,0.010011403456561721,0.002131134350986008,9.790816950769313e-05,33.56645014323294
122,0.012166281692316261,0.01016978610463741,0.0019964959802144166,9.786425270993685e-05,34.46497818687931
123,0.012398502755786467,0.010238885751606211,0.00215961747557333,9.781989088617014e-05,36.048451454844326
124,0.013342300204385538,0.011155443320943636,0.0021868570762706785,9.777508449696709e-05,36.41472374415025
125,0.012947454196591934,0.010854157564244085,0.0020932966893974546,9.772983400751741e-05,34.278255061712116
126,0.012282801131732413,0.01019264637851462,0.0020901542747947923,9.768413988762156e-05,37.551087121944875
127,0.012035395699058427,0.00992055973592908,0.0021148360359729387,9.763800261168581e-05,33.97699878877029
128,0.011812796725962471,0.00979165344725392,0.002021142964987683,9.759142265871744e-05,37.57386814663187
129,0.01204661835799925,0.009937347292390528,0.002109271200288057,9.754440051231967e-05,35.715421120170504
130,0.012254484767254326,0.010226834418319335,0.002027650087163714,9.749693666068664e-05,37.61652957461774
131,0.011628732851704626,0.009535620421390776,0.00209311207372395,9.744903159659843e-05,34.56982450466603
132,0.011879023393703392,0.00978901790563639,0.002090005946548517,9.740068581741586e-05,37.45590736810118
133,0.012265768375073094,0.010120304601184394,0.0021454634683938786,9.735189982507531e-05,35.84262071503326
134,0.011891763115272624,0.00985575029886033,0.002036012619378524,9.73026741260836e-05,38.91151361493394
135,0.013193204986237106,0.011055878837383702,0.0021373258754110646,9.725300923151262e-05,34.66424662573263
136,0.012275453322445173,0.010100714079705597,0.00217473865516654,9.72029056569942e-05,35.87085032090545
137,0.011965618887188612,0.009826856268664046,0.0021387624802432777,9.715236392271454e-05,34.44649265287444
138,0.012398949884300237,0.010308640363992377,0.0020903092747409707,9.71013845534089e-05,34.60720377508551
139,0.013140162258423516,0.011027550916801127,0.0021126113138919653,9.704996807835622e-05,36.10992532968521
140,0.012003764442397369,0.009914722638405161,0.002089041973759944,9.699811503137357e-05,41.27145129907876
141,0.013919047378294636,0.011759995929794514,0.002159050770587801,9.694582595081057e-05,37.63580381916836
142,0.015662823754610145,0.013470992343480828,0.002191831074524549,9.689310137954382e-05,34.097306408919394
143,0.012825252699599332,0.010661165403295375,0.0021640872055503023,9.683994186497132e-05,35.29520018910989
144,0.012357105091723497,0.01020008365818087,0.0021570217277972316,9.678634795900675e-05,33.6530096209608
145,0.01161581180167559,0.009561155983699863,0.0020546554127377813,9.673232021807369e-05,34.249863497912884
146,0.011965706944465637,0.009784873833090572,0.002180832503237967,9.667785920309994e-05,34.86626546038315
147,0.01217339440700016,0.009979538957979954,0.0021938554902459903,9.662296547951163e-05,35.95931734004989
148,0.011856150605126459,0.009747027528018731,0.002109123364558568,9.656763961722732e-05,32.52219826169312
149,0.01167749477281177,0.00956819182115903,0.0021093035059122555,9.65118821906522e-05,35.79072003997862
150,0.012039308563544182,0.009785224848468754,0.0022540833030649113,9.645569377867201e-05,36.119208947289735
151,0.012533601635368541,0.010396475645205851,0.002137126239511823,9.639907496464709e-05,36.12865318218246
152,0.012530505866834574,0.010315962033472783,0.0022145433868334206,9.63420263364063e-05,36.16918413620442
153,0.012865262257037102,0.010620061438631017,0.002245200844621452,9.628454848624091e-05,37.365834241267294
154,0.012743537407004624,0.010589115816821657,0.0021544215562930686,9.62266420108985e-05,39.13327061524615
155,0.011879043793669553,0.009738795873425354,0.0021402480574773002,9.616830751157673e-05,34.846640889998525
156,0.01280201517874957,0.010651972036962916,0.00215004320713223,9.610954559391703e-05,35.081223806366324
157,0.011721698770998046,0.009630218530000012,0.0020914805657751175,9.605035686799851e-05,34.556126398034394
158,0.012454908954168786,0.010323548281999152,0.002131361428784896,9.599074194833133e-05,36.08134697889909
159,0.012671517535636667,0.010578911708476298,0.0020926064656849506,9.593070145385064e-05,40.52784241596237
160,0.012164980228590139,0.010097342809395393,0.0020676377160835143,9.58702360079099e-05,37.14333648607135
161,0.011614581695539528,0.009514786922994166,0.002099794938855726,9.580934623827455e-05,37.63049712590873
162,0.01239915851601836,0.010276811008747435,0.00212234736374248,9.574803277711545e-05,36.14789124811068
163,0.01238089115031471,0.010294628571789848,0.002086262405061497,9.568629626100231e-05,37.33098719827831
164,0.012908085235721956,0.010793931217560785,0.002114154018493604,9.56241373308971e-05,36.62397835822776
165,0.011020697737876617,0.008975335605261592,0.0020453625217958338,9.556155663214736e-05,34.62332352483645
166,0.011234131488890853,0.009091983358367306,0.0021421478453298943,9.549855481447954e-05,32.46241701859981
167,0.012482774258387508,0.010457891275194664,0.0020248825655517937,9.543513253199225e-05,34.652946934103966
168,0.011551455834705848,0.009488424607937435,0.002063031217469495,9.537129044314944e-05,33.598389690276235
169,0.011926464085263433,0.009846860629713725,0.0020796029134607804,9.530702921077358e-05,33.588349419180304
170,0.012110100800782675,0.010041376424226136,0.002068724880240295,9.524234950203878e-05,34.04033805569634
171,0.012936316834384343,0.010791066343711315,0.0021452509325131596,9.51772519884639e-05,37.32781614596024
172,0.011971183492278215,0.009845545308602006,0.002125638371525988,9.511173734590545e-05,36.04627394396812
173,0.012341446564278158,0.010212917926010534,0.002128528821950472,9.504580625455079e-05,37.708367695100605
174,0.012939788862240675,0.010796381769597732,0.002143406938045515,9.497945939891081e-05,39.397478816099465
175,0.012111187787013478,0.010018611857618917,0.002092575852974287,9.491269746781307e-05,38.999783060047776
176,0.013341119216420338,0.011198969638643834,0.0021421494345210137,9.484552115439445e-05,38.99935807706788
177,0.01178911129863991,0.009687953777846125,0.0021011577549318538,9.477793115609409e-05,34.03668258013204
178,0.012014235961032682,0.009890297775345138,0.002123938151783624,9.470992817464609e-05,37.606883848086
179,0.011848390804516384,0.009783646596847927,0.002064744600630891,9.46415129160722e-05,33.51436651637778
180,0.012628258224140154,0.010579934123377228,0.0020483235237060975,9.457268609067454e-05,34.78872094070539
181,0.012976166794032906,0.010806167039091711,0.0021699997100418167,9.450344841302821e-05,36.181221530772746
182,0.01200110420359124,0.00990077417634028,0.002100329461972549,9.443380060197387e-05,34.996363394893706
183,0.011955277434026357,0.00985929519131859,0.0020959825826130794,9.436374338061026e-05,37.47402892028913
184,0.012776800025676494,0.010676942000180493,0.002099857805686493,9.429327747628671e-05,37.56037746882066
185,0.012582327977725072,0.01041790937357711,0.0021644183987921087,9.422240362059563e-05,33.64931896701455
186,0.012028577177261468,0.009994171978907318,0.002034405146240533,9.415112254936477e-05,34.83803198393434
187,0.012129342821026512,0.010102351201831995,0.0020269918094534788,9.407943500264979e-05,34.77715031802654
188,0.012049028096953407,0.009964865271353955,0.002084163047521115,9.400734172472638e-05,35.55786096211523
189,0.01286097738557146,0.010752574955788439,0.002108403001259251,9.393484346408272e-05,41.012243466917425
190,0.012161206725977536,0.010007156460319959,0.0021540507622871624,9.386194097341147e-05,33.315732412971556
191,0.012106227346521337,0.009919765917780975,0.0021864613255378495,9.378863500960222e-05,32.15106432791799
192,0.012240064465004252,0.0101231090343149,0.0021169548515140055,9.371492633373345e-05,36.18539045518264
193,0.01263887270943087,0.010511814482152463,0.002127058502469945,9.364081571106467e-05,36.248805144801736
194,0.01238862378977501,0.01022677390520761,0.002161850061121686,9.356630391102855e-05,37.480345516931266
195,0.012222753310197731,0.010163267794807768,0.002059485388552695,9.349139170722281e-05,34.598968951031566
196,0.011960404113779077,0.009824632174266847,0.0021357721286062764,9.341607987740226e-05,33.36753727402538
197,0.011176665370612682,0.009173293771579922,0.0020033712565254835,9.334036920347073e-05,34.56244677584618
198,0.010761021746475308,0.008757627591989427,0.0020033940976622627,9.326426047147296e-05,35.937075540889055
199,0.01243665067886468,0.010302389504228076,0.0021342612984939597,9.318775447158634e-05,36.20896406425163
200,0.012934640761159244,0.010829508721689222,0.0021051325498322913,9.311085199811287e-05,37.655613804236054
201,0.01279142065322958,0.010544783006974003,0.0022466373726616,9.303355384947076e-05,34.96382918115705
202,0.012782686489117623,0.010701995067388639,0.0020806912443853145,9.295586082818625e-05,35.82102485001087
203,0.012720587759758928,0.010572875647463292,0.0021477115907113813,9.28777737408852e-05,35.85395269095898
204,0.011103134734185005,0.008972017453217348,0.002131117272772633,9.279929339828477e-05,35.16744455695152
205,0.01182268335628578,0.00971517026614051,0.0021075130888827884,9.272042061518495e-05,36.11523478105664
206,0.012499351101723732,0.01040350553770906,0.002095845897890237,9.26411562104602e-05,40.65957261202857
207,0.012068782680216827,0.010013092437072189,0.0020556904928696927,9.256150100705083e-05,37.33704973291606
208,0.011522107713972218,0.009473136577127034,0.0020489711564615357,9.248145583195448e-05,34.87219652393833
209,0.012325581947152386,0.010240428072106867,0.0020851539409552583,9.240102151621764e-05,36.4978889496997
210,0.012340487344772555,0.010254772049616867,0.002085715085601495,9.232019889492685e-05,34.698850004933774
211,0.011552309282706119,0.009451252390628164,0.0021010566177943482,9.223898880720026e-05,34.6546342279762
212,0.012531719388789497,0.01034930036076373,0.0021824193623874656,9.215739209617858e-05,34.802322226110846
213,0.01196881537725858,0.009797229196977128,0.0021715860264899627,9.207540960901674e-05,33.39519068505615
214,0.012058141121087829,0.009843621333715476,0.002214519053745472,9.199304219687474e-05,35.87422806490213
215,0.01361346762496396,0.011470790835985624,0.002142677363063176,9.191029071490898e-05,36.11674030357972
216,0.011280464886112895,0.009148475691617985,0.0021319890524494098,9.182715602226341e-05,37.89196147536859
217,0.012324982747486501,0.010191999021404956,0.0021329840911333015,9.174363898206052e-05,34.65331823378801
218,0.011651124152194825,0.00961226790291468,0.0020388563385416183,9.16597404613924e-05,36.09785921871662
219,0.012933869247717666,0.0107615696895858,0.0021722999515617508,9.157546133131176e-05,37.67502932716161
220,0.012491605808463646,0.010216526838978768,0.002275078980942402,9.149080246682292e-05,34.39836569316685
221,0.01231376451869437,0.010110196062031642,0.0022035687998663437,9.140576474687264e-05,33.513567614834756
222,0.012156307830082369,0.01006004936491211,0.0020962581405389266,9.132034905434105e-05,37.36290700174868
223,0.012148289853939787,0.010084420709100752,0.00206386948339536,9.12345562760325e-05,34.880987592972815
224,0.011591904598390101,0.009466367506345018,0.0021255366259610798,9.114838730266629e-05,33.34912053914741
225,0.012209941594846896,0.010072598320703832,0.0021373428424190594,9.106184302886747e-05,33.508399547077715
226,0.012225011250848183,0.00999729525265129,0.0022277162006868823,9.097492435315756e-05,35.254946324042976
227,0.012347273041996232,0.010255224425306663,0.0020920482255615946,9.088763217794518e-05,36.027155919000506
228,0.01164269429682463,0.00958249866073521,0.002060194950069154,9.079996740951672e-05,33.38246038975194
229,0.012177646619420557,0.010134394766260591,0.002043252398700474,9.071193095802689e-05,36.86893467511982
230,0.011979928357504832,0.009830370477799687,0.0021495572920971827,9.062352373748931e-05,34.665364132262766
231,0.011648636066865947,0.009498404579896336,0.002150231483709153,9.053474666576703e-05,34.678179156035185
232,0.013012842689931858,0.01095965441299793,0.002053187960944265,9.044560066456292e-05,35.74053575284779
233,0.01191831431378887,0.009806677072126261,0.0021116370233165184,9.035608665941021e-05,33.45966060413048
234,0.011761438468965935,0.009670562333196764,0.002090876109756019,9.02662055796628e-05,33.4726541871205
235,0.011925603969757503,0.00985947458679514,0.0020661289264256983,9.017595835848562e-05,33.337499724235386
236,0.012246247253870024,0.010114110305533205,0.0021321363176569547,9.008534593284501e-05,34.87901914305985
237,0.012048497388605028,0.009910677428677914,0.0021378195419501926,8.999436924349891e-05,34.957538798917085
238,0.011920077050035616,0.009708686244943629,0.0022113903908604934,8.990302923498711e-05,36.040272613056004
239,0.011877622246174724,0.009596520196273217,0.0022811019680336357,8.981132685562149e-05,33.346547348890454
240,0.01269967426378571,0.010542319145883293,0.0021573552529745854,8.971926305747614e-05,36.05259482329711
241,0.012719502024992835,0.010414747057003725,0.0023047550770003934,8.962683879637747e-05,34.80867876112461
242,0.01249796225965838,0.010192514141888744,0.002305448255575061,8.953405503189428e-05,34.594885140191764
243,0.012714964859242173,0.010445569203729943,0.0022693953142906014,8.944091272732784e-05,40.83343245694414
244,0.012341968387772795,0.010083530106914759,0.0022584380735826723,8.934741284970185e-05,34.680529916193336
245,0.012604217431999132,0.010377104953475422,0.0022271125555814726,8.925355636975241e-05,37.268555108923465
246,0.012963994142410229,0.010636371326817919,0.002327623041378817,8.915934426191791e-05,37.433456083294004
247,0.012322360096732154,0.010027610015938902,0.0022947494692947975,8.906477750432904e-05,33.934495775960386
248,0.012350965436780825,0.010106431072636654,0.0022445337587908695,8.896985707879844e-05,37.46647382713854
249,0.011685095593747974,0.009566272855245972,0.0021188230094148085,8.887458397081066e-05,34.67512333905324
250,0.0125538040219908,0.01031758781646605,0.00223621670420075,8.877895916951185e-05,36.32721191737801
251,0.011669957113554119,0.00942059278527082,0.0022493638251540574,8.868298366769954e-05,36.35338244307786
252,0.012288782545510912,0.010079670303075276,0.0022091114999606082,8.858665846181232e-05,40.7675371626392
253,0.011470247913166531,0.0092817856321094,0.002188462373305998,8.848998455191944e-05,34.659546161070466
254,0.012652522023927304,0.010351566606848243,0.002300955680978805,8.839296294171052e-05,37.567011401988566
255,0.011954408950259676,0.009684357655874736,0.0022700515682466172,8.829559463848498e-05,34.0297340862453
256,0.011375004473848094,0.009197152153219087,0.002177852383010997,8.819788065314188e-05,36.31229372508824
257,0.012718576850602403,0.010438487203817183,0.0022800891539370752,8.809982200016898e-05,37.66531971190125
258,0.011567642712179804,0.009424574746188526,0.0021430675284310123,8.800141969763267e-05,38.29704831307754
259,0.01294665879686363,0.010677455507606072,0.00226920287226211,8.790267476716705e-05,38.02453119494021
260,0.012075308599378332,0.009818160402923283,0.0022571478335445343,8.780358823396352e-05,33.43157908599824
261,0.012310266316944762,0.010107158382228339,0.0022031078180805913,8.770416112676006e-05,40.950158970896155
262,0.01179813718135847,0.009603456687903052,0.0021946799359310733,8.760439447783054e-05,34.7435502698645
263,0.01219818893878255,0.010032206401644246,0.002165982528483464,8.750428932297403e-05,35.82732215570286
264,0.011551566968591942,0.009409680705220223,0.0021418858139836214,8.74038467015041e-05,37.670745090115815
265,0.012231775053805904,0.0101094667743124,0.0021223085423505515,8.73030676562379e-05,37.51276247575879
266,0.011567436833502143,0.009545890441095658,0.002021546011148295,8.720195323348545e-05,33.26491411263123
267,0.011151850354508497,0.009086992444613915,0.0020648574977355986,8.710050448303872e-05,36.463858081027865
268,0.012104835139325587,0.009984022217493069,0.002120813009596514,8.69987224581607e-05,34.73483961680904
269,0.011317997454170836,0.009281153279562082,0.002036843766098215,8.689660821557463e-05,34.91109743807465
270,0.011663316458452755,0.009558770313339841,0.0021045459301284714,8.679416281545274e-05,35.967668718192726
271,0.011316115880617872,0.00915230318826259,0.0021638130725148363,8.669138732140554e-05,36.11959134880453
272,0.013035649317316711,0.010868873454820353,0.0021667754255104937,8.658828280047056e-05,37.98539145104587
273,0.011201006547707948,0.009139388851931255,0.0020616174154723353,8.648485032310145e-05,33.828443732112646
274,0.01254894377416349,0.010387902815787206,0.0021610413099328978,8.63810909631567e-05,34.62856620224193
275,0.01174898209865205,0.009654525083444348,0.002094456899315292,8.627700579788858e-05,35.4158370080404
276,0.01149060312218353,0.009401204025121072,0.0020893993659447017,8.617259590793198e-05,38.958980325143784
277,0.011673382223079898,0.009641696265021997,0.0020316856165478307,8.60678623772931e-05,33.340537630952895
278,0.012147577132964216,0.01004098330846091,0.002106594195337453,8.596280629333829e-05,37.69246438983828
279,0.011682830392601318,0.009610066935091652,0.002072763515441772,8.58574287467827e-05,34.79306099191308
280,0.011887430453498382,0.009740039860096823,0.002147390829981796,8.575173083167896e-05,34.764401535037905
281,0.011643344748108575,0.009516928194365356,0.0021264161005320765,8.564571364540588e-05,34.18913903599605
282,0.011565877104658284,0.009479208812241874,0.0020866686582283627,8.553937828865696e-05,33.88673796784133
283,0.011852992834519682,0.009749927032652764,0.0021030654856460497,8.543272586542905e-05,34.08417451940477
284,0.01226465002673649,0.010064209962612036,0.0022004398607746198,8.532575748301086e-05,37.059460228309035
285,0.012075512018327572,0.009995399824157529,0.0020801116661548326,8.521847425197143e-05,39.13848684029654
286,0.011607465778070036,0.009447157284641641,0.002160308270765837,8.511087728614862e-05,37.570808212738484
287,0.012638721618714044,0.010481885356717803,0.00215683603606171,8.500296770263761e-05,35.68641484295949
288,0.013429638110210362,0.011243013528601426,0.002186624342307901,8.489474662177916e-05,39.19270749995485
